% Model:              带孔热传导.mph
% Version:            COMSOL 6.1.0.252
% Date:               Dec 31 2025, 02:17
% Dimension:          2
% Nodes:              13309
% Expressions:        3
% Description:        因变量 u, “u”的梯度，x 分量, “u”的梯度，y 分量
% Length unit:        m
% X                       Y                        u (1)                    ux (1/m)                 uy (1/m)
0.41212548397779336       0.5666925915529687       -1.8283542284516465      -12.921551838719855      9.209160926190703
0.5809297890590972        0.42427499607027885      -1.9193576050836756      4.992668923117569        -4.998524456759172
0.5773010685149303        0.4365606998269209       -2                       5.938047506648265        -4.88225007419057
0.4292892946735674        0.5707106509108664       -2                       -11.78849183404139       11.782925694655054
0.4191184477067093        0.5758643025886764       -1.8253748783434693      -11.494121288608188      10.024641484745002
0.587821189210055         0.4332612951874572       -1.925463969868714       5.361903230655136        -4.315074460461129
0.5831469759318063        0.4444429987004734       -2                       6.21664498255289         -4.160540426963479
0.4365606403396278        0.5773010196949686       -2                       -10.188553883190664      12.406610667477887
0.4267283109331232        0.5827937292312311       -1.8362026242346459      -10.215727227735531      10.6760403089102
0.5937748842133748        0.4416208680342784       -1.9261767609720724      5.607034525489825        -3.680903026718861
0.5881921399079737        0.45286035152387755      -2                       6.447413317269029        -3.4509243008477313
0.44444293471458074       0.5831469331777885       -2                       -8.56247536200683        12.80574696354345
0.4353182590333621        0.5899511628894918       -1.8395278688236785      -8.75188960354626        11.118813796200927
0.5990312958239347        0.4516046444984792       -1.9293600731228187      5.850954957523657        -2.9992950159323777
0.59238796031574          0.4617316738189762       -2                       6.630186428780537        -2.749223047483023
0.45286028365545644       0.5881921036315382       -2                       -6.951795105060778       12.99629205588503
0.4441872113190687        0.5955021491147339       -1.8484882563572813      -7.388832846457851       11.407901059184796
0.6031367845466951        0.4612819845447498       -1.9309006019715897      6.022949288975964        -2.3643888153564125
0.5956940380923581        0.47097154717215717      -2                       6.77091011148775         -2.0554763030534673
0.4617316027215217        0.5923879308661935       -2                       -5.383904576354648       12.987020464548143
0.4542121152695282        0.6008189512156499       -1.854158880641229       -5.9227200985105855      11.500404765484593
0.6065731291726231        0.47185759927769794      -1.9314124623087818      6.15291755051788         -1.6959105150634701
0.5980785306024072        0.48049098067885926      -2                       6.869104229189662        -1.366457716349089
0.47097147308626697       0.5956940156186303       -2                       -3.888713375312477       12.806580741330388
0.4638250825776043        0.6045014756491105       -1.8625138789522142      -4.634009458475658       11.46573235788335
0.6090127881547198        0.4824279947027676       -1.9307767213900815      6.228001350579072        -1.0473496944633578
0.5995184730008656        0.49019828935460885      -2                       6.927423306831277        -0.6812435331246908
0.4804908608923285        0.5980785067753251       -2                       -2.48322333276577        12.4703388767556
0.47475139923124726       0.6078006880541627       -1.8680922823951516      -3.273390997649289       11.242591559538146
0.6105819385103254        0.49321088225252263      -1.9287688852368043      6.251952969744748        -0.4013690826309926
0.6                       0.5                      -2                       6.94775741494243         -0.002531957836794163
0.4901983372162636        0.5995184777148139       -2                       -1.1850111992260015      12.010490020557768
0.48498416658974963       0.6095206188110689       -1.8764198801635126      -2.105388065155909       10.956294559765032
0.6105071183792199        0.5037582708683107       -1.9301810481818786      6.27042196468213         0.2212975995157933
0.5995184777148139        0.5098016627837364       -2                       6.927059050174553        0.6761733683833597
0.5                       0.6                      -2                       -0.00867532625332501     11.450673224325172
0.4962324407962697        0.6106469039537072       -1.8812876651869197      -0.9359745890888982      10.49989405834734
0.609592386480556         0.5149489963441106       -1.9297011776199242      6.2317730211519216       0.8856610449116715
0.5980785067753253        0.5195091391076717       -2                       6.86801217286812         1.3613215990286847
0.5098017106453911        0.5995184730008656       -2                       1.0498654497915159       10.811608630582406
0.5066944265936596        0.6104118652940101       -1.8881635615868289      0.06335971679832499      10.022662838132417
0.6076447555058659        0.5253272022763424       -1.9293294955986613      6.159313055092233        1.5120061608173014
0.5956940156186303        0.529028526913733        -2                       6.770312303099634        2.050261642384735
0.5195090193211406        0.5980785306024073       -2                       1.9992438684269114       10.11629019817618
0.5175645121227199        0.6089682532139911       -1.8962193568659909      1.023350806021219        9.467893996388423
0.6044793664464047        0.536179764866083        -1.9285787266789352      6.036975208001834        2.1862564321119913
0.5923879308661936        0.5382683972784781       -2                       6.629573293438217        2.7437251184993463
0.5290284528278427        0.5956940380923581       -2                       2.835395437381701        9.384449798923947
0.5281080097813313        0.606625382587329        -1.9023616731594442      1.8668289997847378       8.860602258674913
0.6007361879656542        0.5458106241024191       -1.9268602373763426      5.877574384953905        2.8041254592009586
0.5881921036315382        0.5471397163445437       -2                       6.447319063400831        3.4450353071295345
0.5956122385994921        0.5557834055319756       -1.9251166130545536      5.662460282022399        3.4805967489643614
0.5831469331777885        0.5555570652854193       -2                       6.217495270193439        4.154799349852955
0.5382683261810238        0.5923879603157401       -2                       3.5652843928831337       8.631182441670271
0.5384665062490092        0.6032836898597094       -1.9075640507377132      2.6187124068988163       8.209961945989253
0.5898520325259676        0.5644876360959913       -1.9240030545778684      5.423521656832008        4.11890367279719
0.5773010196949687        0.5634393596603723       -2                       5.93923783290496         4.876454811899042
0.5827415867027879        0.573384512730759        -1.9217031977159604      5.1012088879940505       4.821204440791171
0.5707106509108665        0.5707107053264323       -2                       5.6036312192458695       5.607839814407474
0.5471396484761224        0.5881921399079737       -2                       4.197851786686243        7.869303940030163
0.5482796826920948        0.598963792777185        -1.9126149787973667      3.27549095227264         7.551365761264945
0.5555570012995267        0.5831469759318063       -2                       4.741980577195629        7.107330482057594
0.5582809951344605        0.5938117216343222       -1.913943394418874       3.847782794399936        6.827196764639473
0.5759007588928107        0.580788470970528        -1.9174499437129755      4.748515212436678        5.437094874934295
0.563439300173079         0.5773010685149303       -2                       5.208155761718729        6.35320424609819
0.5667226235411927        0.5877815977904705       -1.918587840962958       4.333740036809185        6.182007512174796
0.006501314371441053      0.00681393701801213      1.9589042147573124       -6.32079493313817        -0.0010967320907326438
0                         0.009999999999999995     2                        -6.321968194740511       2.4710993031362705E-5
0                         0                        2                        -6.32074643370396        1.8712912601870357E-4
0.010000000000010112      0                        1.9367967114310611       -6.319506925367439       7.23665998426289E-5
0.007372831669708476      0.01516511209908588      1.9533785427956845       -6.322925616932385       -0.0028138246467837766
0                         0.01999999999999999      2                        -6.325746719512163       -2.5169014274221504E-6
0.02000000000001001       0                        1.8736187462582041       -6.315709027048001       -5.91664664284508E-6
0.015133740187486673      0.008904572990974772     1.904342966168016        -6.3188504968285795      -0.003381675010329234
0.007772847092349848      0.02487922489697974      1.950811227312623        -6.327749736767774       -0.00485704343855294
0                         0.029999999999999985     2                        -6.332037446783208       -4.922643095521077E-6
0.025556103661827517      0.008061595911960415     1.8385155783645801       -6.313358464457257       -0.005173963125052694
0.030000000000009908      0                        1.8104911543045032       -6.309412651447853       1.5387077122378894E-5
0.0152996139781994        0.01981756741548546      1.9032343855747438       -6.322735568133129       -0.007619084763966555
0.022317867626011144      0.015462975805195414     1.8589138867499604       -6.317472491240867       -0.008666286048077154
0.007960813878043068      0.03489800915443415      1.9495619162993274       -6.335243967893777       -0.006975953003575341
0                         0.03999999999999998      2                        -6.34082719711724        -2.9984490481638204E-6
0.0352517587534366        0.008096870466707295     1.777337608405347        -6.3059073748177354      -0.007206801796343143
0.040000000000009805      0                        1.7474393795724064       -6.300559378061753       7.207433910139116E-6
0.015998626715079445      0.02973846743268811      1.8987158247914415       -6.328653781379316       -0.011963342545932676
0.030636505698458716      0.016125357361768303     1.806374773122729        -6.312192578101865       -0.012467682131498256
0.024963374604083405      0.024405785345788123     1.8420907743441148       -6.320434431354201       -0.015348237240590581
0.008004313317760694      0.04492790937111515      1.9492059852999428       -6.345279001836093       -0.009008128272265973
0                         0.049999999999999975     2                        -6.352096137607309       -1.9699011583422057E-6
0.045079679080395334      0.008130749649731142     1.715410522026833        -6.295929507283276       -0.009283963170301964
0.0500000000000097        0                        1.6844888800575166       -6.2891523309236375      3.121780196124746E-6
0.01598588490727877       0.03984235216985418      1.8986553236131727       -6.337492468563229       -0.015982996743683014
0.040307391639641726      0.016275181279034344     1.7453676034880126       -6.303620256069749       -0.01658928011245801
0.023917516943587902      0.0347212615572256       1.8485177771514694       -6.3287461800867035      -0.02088318969910811
0.035498579897240985      0.02449181760742641      1.7755415731980106       -6.312490761619162       -0.021916917986918822
0.03142347768649606       0.031635334767556256     1.8011139257154745       -6.32098726431345        -0.025027593131587623
0.008030531359907838      0.05494411636283695      1.9489391781748413       -6.357788171072262       -0.011018479970942963
0                         0.05999999999999997      2                        -6.365825959347021       -1.364625167828611E-6
0.05506202698502907       0.008125997222756557     1.6526237282794052       -6.283251372690098       -0.011369292008225784
0.0600000000000096        0                        1.621665302908814        -6.275170972319709       2.4796567004159442E-6
0.016042423015777605      0.049880020264305845     1.8981159815990993       -6.348775401873223       -0.02002448967013019
0.05018849556203418       0.016283026948401884     1.6831346159581326       -6.2923216153438615      -0.020724056917946616
0.023991615573423906      0.04488844523935623      1.847804966640551        -6.3389000174046215      -0.027014850358867193
0.04533387872599473       0.02453433526731713      1.7135025765227907       -6.302492855268684       -0.028150711260778394
0.032035608851356825      0.04005347740692519      1.7970014385563957       -6.328123476457196       -0.03228031554006764
0.04032685102877126       0.03397491162309429      1.7447918751722524       -6.314917020578557       -0.034557626773019025
0.008048683977404122      0.06495738226912695      1.9487033519247985       -6.372752240408751       -0.013006613282361931
0                         0.06999999999999997      2                        -6.381991095452553       -7.979977662368279E-7
0.06504751758514545       0.008112116619783163     1.589956796846823        -6.267987321176638       -0.013455650947581907
0.0700000000000095        0                        1.5589945192250105       -6.258590481353461       1.964367394672687E-6
0.016076603242234942      0.05989225651275943      1.8976782646849102       -6.3625139234873345      -0.024014098915183506
0.06014929768677665       0.01623926862029184      1.6205265775777402       -6.278367418107905       -0.0248509730478285
0.02402986489967864       0.05491202057944453      1.8472614512851144       -6.351450584504903       -0.0329980371833282
0.05532261442100049       0.024401112310213323     1.6506145180185958       -6.289728460006605       -0.03425072021146273
0.03187561153547282       0.049975640305232674     1.7976563522524789       -6.339529427769051       -0.03995832382676667
0.0510538315175178        0.03257752248231327      1.6771751179186547       -6.301457485413995       -0.042081350818466014
0.03973231981014891       0.04473671496450499      1.7481224264022333       -6.326273571095245       -0.044711923238772745
0.04800262241032606       0.04183058804828693      1.6959905377745066       -6.314043389180128       -0.050648402871278066
0.008068109873338865      0.07497282229796746      1.9484392279466924       -6.390149617642405       -0.014981034088615766
0                         0.07999999999999996      2                        -6.400560559460065       -2.4492305783496704E-7
0.016107426307016007      0.06993850060271632      1.8972206965780856       -6.3787616262312055      -0.027981533385007158
0.07502268316493024       0.00810200802002199      1.527519773124351        -6.250139794504325       -0.015562218283695492
0.0800000000000094        0                        1.4965026564543316       -6.239382992289667       1.4966314315264146E-6
0.0700984170420428        0.01620786301757401      1.5581433474577322       -6.26186186064145        -0.029014080516688523
0.024105363764831286      0.06492747521321401      1.846420792487742        -6.366443708433072       -0.0389949771717113
0.06523211241444131       0.024309089423565407     1.5883632650107302       -6.274534456177885       -0.0403785386137964
0.03198541723641782       0.06001398226713356      1.7965180466006039       -6.3533584202796405      -0.047981517070676695
0.060796108888776505      0.03239529356749777      1.6158587807231524       -6.28756937318641        -0.04999678183615212
0.03978675525893155       0.055107086812172745     1.747260532119377        -6.339361782656771       -0.05498448548395107
0.056998379344139004      0.040477151734318165     1.639322742245522        -6.300803312632624       -0.05837939390858319
0.047781842860708836      0.05139319956039126      1.6968477609412427       -6.3256983013695915      -0.06177541608828981
0.05426138796607407       0.04759277134017629      1.6561435924307404       -6.312666218327283       -0.06517590648340388
0.00808293277502965       0.08498426595129581      1.9481846338261393       -6.409935375017604       -0.016925149851440818
0                         0.08999999999999996      2                        -6.421497457318741       1.991401745726762E-7
0.01614356135026798       0.07996018027035248      1.8966897247503027       -6.3973934180192815      -0.03191025761492009
0.02416236869142241       0.07495444368518325      1.8456365729613005       -6.3839144237505705      -0.044927446732036934
0.0850088441522574        0.008098435681499231     1.465205276664779        -6.229641820258773       -0.017705018593716204
0.0900000000000093        0                        1.4342161353523324       -6.2175175121504935      1.2322366984562905E-6
0.080030381748577         0.016196593492819895     1.496043783511066        -6.242804508286146       -0.033242205240571344
0.07511449804328857       0.024287329714958387     1.5264421444673728       -6.256882120740556       -0.04664238574892939
0.03210826135270132       0.07001577998779317      1.795216643818483        -6.369596070414194       -0.05597142916007177
0.07038811966339835       0.032337083979263145     1.5556262514540367       -6.271608433786322       -0.05800160178273946
0.03999456802112371       0.06516016677028093      1.7453377152197256       -6.354446241472803       -0.06513068583610011
0.06598755768647852       0.04031299894285592      1.5827556731057777       -6.286747397021164       -0.06755607509000565
0.04789599421486515       0.06046369250661205      1.6955150065335582       -6.338496269620637       -0.07266078069731259
0.06191799972989969       0.04816481512206886      1.6078084783292284       -6.302271832813029       -0.07548108130703923
0.05662660183191348       0.05610685755150573      1.640585753384077        -6.320775242406458       -0.08006697026817149
0.00809156532870726       0.09499250699757433      1.947950274536926        -6.432069269377109       -0.018827015357876082
0                         0.09999999999999995      2                        -6.444759469041448       5.219233116804389E-7
0.016171007713603035      0.08997500489014632      1.8961749032963715       -6.418398832740171       -0.035771005595767257
0.024222320499477156      0.08496057627277231      1.8447742954527373       -6.403755958878112       -0.05079327999366493
0.09500000000000923       0.0080973375253845       1.4030777249646855       -6.206465771353455       -0.019880527045716672
0.10000000000000919       0                        1.3721617036690963       -6.19295974795197        1.1682921865485696E-6
0.03221291152998757       0.07999375507101375      1.7939511714279102       -6.388234369844082       -0.06385984019100022
0.09001752611088339       0.016193589500685657     1.4338029404461519       -6.2210053229407025      -0.03755983740527805
0.0850570255512421        0.02428426424436582      1.46433222021557         -6.2365407990349455      -0.05304820526374717
0.0801598180773142        0.032356251183682454     1.4944300590675672       -6.252950430089967       -0.06637599630649997
0.04013083866384257       0.07510982262329154      1.7437732929903913       -6.371900794734027       -0.0750140730266935
0.07553135161896103       0.04035434175694991      1.5228324546822078       -6.269767870509132       -0.07771538722637435
0.047972237238402604      0.07035316512173954      1.6942545228915389       -6.354828822136379       -0.08435560525256847
0.07102386181344672       0.04829182269669686      1.550476958236913        -6.287306544054033       -0.0871106294302777
0.055720752297215764      0.06580989826809779      1.6454830274681898       -6.337166602611849       -0.0920596086632699
0.06661447516140326       0.05620895030292603      1.5775191002823068       -6.305673150359861       -0.0946840261564456
0.0626132978392063        0.0628001914394588       1.602142630210126        -6.322205350511264       -0.09906992876071641
0.008095820910060803      0.10499727152907364      1.9477251834071774       -6.4565026986381895      -0.02068187161616682
0                         0.10999999999999995      2                        -6.470298243917767       7.358313591036373E-7
0.016185339492375005      0.09998726342400892      1.895705689860882        -6.44174309476784        -0.03953811699366364
0.024262087813743113      0.09496971862704977      1.843981964946139        -6.425983788278567       -0.05654011674662248
0.10500000000000914       0.0080973375253845       1.3411405319993028       -6.180560866137749       -0.022090521988836542
0.11000000000000909       0                        1.310366467814967        -6.165672525868028       1.2370268507311266E-6
0.032300748242560025      0.08997014569566576      1.7927131669348035       -6.409269710431339       -0.07163474172291255
0.1000000000000092        0.016194675050769013     1.3718219632470137       -6.196537763677152       -0.041942552578395485
0.040275455860298785      0.08502688371610424      1.742057792821363        -6.39168664761268        -0.08480805473196067
0.09502878201523823       0.02428621661936324      1.4022557306661232       -6.213495332056023       -0.05956628728212839
0.0900814318294884        0.03236868886445941      1.4324946598064587       -6.231417852999532       -0.07497789178273469
0.08522500660349613       0.040422894455834246     1.462143216820822        -6.250108667927965       -0.0882351444059637
0.04815445702693319       0.08017669287403931      1.6922085263696574       -6.373333674338492       -0.09607213706418823
0.08057657937444246       0.048431453793552404     1.4904872361517432       -6.269299792730673       -0.09953593673213608
0.05592763614512849       0.07540758964409641      1.643222271091281        -6.354200113669211       -0.10545550635618402
0.07608323809124445       0.05652513475222624      1.517855715761293        -6.289310024197135       -0.10921640130884924
0.06335903057821887       0.07068658347513408      1.596589019912143        -6.334618095675279       -0.11252595603593522
0.07142185166270887       0.06536488025559974      1.546219116365381        -6.311925387954934       -0.11793396329982743
0.008097159090121453      0.11499932961245508      1.9475006085219562       -6.483183680959011       -0.022485783709162394
0                         0.11999999999999994      2                        -6.498059106090977       8.765307768499042E-7
0.01619181035632446       0.10999494427937868      1.8952498240051014       -6.467368886488257       -0.04320561440038281
0.024280374678249683      0.1049825420109567       1.8432700062915737       -6.45055787983991        -0.06213495100618142
0.11500000000000903       0.0080973375253845       1.279476100690944        -6.151907554202164       -0.024332544977530308
0.12000000000000899       0                        1.2488579190951818       -6.135616157859758       1.2904834202724185E-6
0.0323536231108636        0.09996774986183159      1.7916193809157164       -6.432730718839639       -0.07923607002257427
0.11000000000000909       0.016194675050769016     1.3099906858898533       -6.169303009787242       -0.04639308262904981
0.04038425080908918       0.09497694986323267      1.7404692578357162       -6.413942642656863       -0.09445241869932393
0.10500000000000914       0.02429201257615353      1.3404254831024633       -6.18776654523857        -0.06618628317153726
0.04834164945822378       0.09004392162095198      1.6900077989284668       -6.394284377680944       -0.10775761679701645
0.10004162999926984       0.032376908800100225     1.3705467111617906       -6.207145184040296       -0.0837238806889123
0.09511447807251794       0.040448804780184        1.400440634642372        -6.2274389872292675      -0.09903414924999983
0.09027240881667224       0.04849024870018076      1.429794039725117        -6.248471409081215       -0.11218237528875126
0.05625431508742029       0.08514451877906946      1.6400494528638492       -6.37365910970365        -0.11921376259021106
0.08563235126611682       0.05648151953111995      1.4578940361011712       -6.26994940542193        -0.12338035273684511
0.06410502464258015       0.08027467934649832      1.590700190292476        -6.352072578101709       -0.12877810581292573
0.08123457469340557       0.06437384376952827      1.4845032328114156       -6.291743389870412       -0.1327440235575139
0.07178807745669523       0.07554439522078675      1.542609227706558        -6.329931238645568       -0.13645364574633442
0.07849136390862455       0.07145998593160058      1.500813712328934        -6.309779882261034       -0.14180369105797724
0.008097325627960344      0.12499994732586767      1.947265859447662        -6.51205596798209        -0.024236852325775732
0                         0.12999999999999995      2                        -6.527980716464474       9.852359141859779E-7
0.016194088159431307      0.11999851290952068      1.8947849561952517       -6.495218618981975       -0.046768568973613846
0.024287840401394385      0.11499227120187368      1.8425724734962117       -6.477404827681018       -0.0675734369958055
0.03237584545577261       0.10997849058389286      1.7906458314224103       -6.4585599269176255      -0.08662326216888516
0.12500000000000894       0.0080973375253845       1.2181121168382507       -6.12046504433485        -0.02660839651145371
0.1300000000000089        0                        1.1876639561279159       -6.102748945318372       1.3276916632776192E-6
0.12000000000000899       0.01619467505076902      1.2484455596615758       -6.139301527173657       -0.05090965830117492
0.04044278003401091       0.10496694206302588      1.7391024061298472       -6.438680578680338       -0.10386306088895954
0.11500000000000904       0.02429201257615354      1.2786884568061276       -6.159221294408042       -0.07290858973053105
0.04847145864320588       0.09997420549195603      1.688048967727582        -6.417795320125658       -0.11925063602488233
0.11000000000000909       0.03238935010153804      1.3088647511150893       -6.180186929209962       -0.09261068108472632
0.056418556443286194      0.09503799952425729      1.6377543559531011       -6.396029544960871       -0.13272736517840164
0.1050534849745639        0.04046646414026404      1.338668651557773        -6.201995194046257       -0.11002948173824005
0.10011782299691813       0.048534869487470184     1.368384792107778        -6.224744462558992       -0.12519122674003805
0.09525453036385546       0.05655787160114122      1.3976563130221604       -6.248192443288114       -0.13812129656315855
0.06434638775352342       0.0901209725475905       1.5878193817058055       -6.373201625045432       -0.1444096272928211
0.09073771443343916       0.06447317853517542      1.4247919928778083       -6.271582368215675       -0.14923347533322348
0.07235207390865278       0.08520846262953376      1.5376279968839184       -6.349092858010581       -0.1544705581517999
0.08635952113271882       0.07226764185197332      1.4511017754456692       -6.29535645611067        -0.15837685614070787
0.08099912003938617       0.08027177968635404      1.4836280538442033       -6.322455465939262       -0.16397859591363023
0.008097337525384501      0.13499999999999993      1.9470148919965127       -6.543056534982061       -0.025932053985172843
0                         0.13999999999999996      2                        -6.559994686728719       1.0892645434523729E-6
0.016194608739242337      0.12999977782682232      1.8942964727878204       -6.525233292713516       -0.050221444721259445
0.024290911857221695      0.12499744259032304      1.8418499323899737       -6.506457295981266       -0.07285100233222863
0.03238392137479243       0.11998953039253941      1.7896903393698562       -6.486662711139455       -0.09379265181931373
0.04046965901439162       0.11497460944371578      1.737843619909594        -6.465798178074356       -0.11300904728010153
0.13500000000000884       0.0080973375253845       1.157076684709413        -6.086190648201732       -0.02891929360644004
0.14000000000000878       0                        1.1268129024093345       -6.067027692436629       1.3470887457363763E-6
0.1300000000000089        0.01619467505076902      1.1872144599038021       -6.106491180822355       -0.0554955004076092
0.12500000000000894       0.02429201257615354      1.2172507766516256       -6.127891171639433       -0.07973291624179761
0.04853314001225948       0.10996060926666833      1.6864053752552557       -6.4438581402663075      -0.13043917417291104
0.12000000000000899       0.03238935010153804      1.2472099536968282       -6.150352391643845       -0.10163693587575058
0.056553947645514475      0.10496241108508036      1.6355033132519632       -6.420875564414622       -0.14602391630338238
0.11500216064372515       0.04048577596500943      1.2771028393506745       -6.1738282293059354      -0.12121348811078765
0.06448758553127444       0.10002270789004976      1.5854119998270326       -6.3970071479632695      -0.15970483955671946
0.11005674087966925       0.04855803126435338      1.3066448486708262       -6.198108240116052       -0.13847603352274498
0.10511902973077598       0.05662150931887429      1.3361325141232072       -6.223305267812175       -0.1534511314763236
0.10027450206395772       0.06463434092228632      1.3650612985255173       -6.2490856355390605      -0.16620264239097082
0.07237901689738307       0.09509810365702893      1.5358442841239264       -6.3720701718476676      -0.17154583416986213
0.09568348536444776       0.0725200054550168       1.3924553341810606       -6.274894654306195       -0.17696399115677744
0.08019850448384958       0.09014222624485396      1.486994160610849        -6.346004463978912       -0.18136675996334498
0.09108425381675078       0.08051521120569778      1.419924425029602        -6.301841875608365       -0.18590404393096094
0.0872115337492036        0.08739828277229034      1.4430731503099763       -6.3255367781492495      -0.1921935007786928
0.008097337525384501      0.14499999999999993      1.9467473536936681       -6.5761148308830615      -0.02756588818819239
0                         0.14999999999999997      2                        -6.59402523029011        1.1977759489430657E-6
0.01619467505076901       0.13999999999999996      1.8937770466686532       -6.557347205025816       -0.05355626356864226
0.02429185973749104       0.13499953375066295      1.8410894266248838       -6.53765187440892        -0.07795606039843032
0.008097337525384501      0.15499999999999994      1.946463810218663        -6.611151517900798       -0.029132118821957913
0                         0.15999999999999998      2                        -6.629988803372815       1.3112134619556552E-6
